Gene,Entrez,Fold change
CPSF2,53981,1.1965462
MAGED1,9500,1.1968086
SPAG9,9043,1.1976677
ABHD3,171586,1.1979188
PNOC,5368,1.197978
HHIPL2,79802,1.1990393
APRT,353,1.1996555
MDH1,4190,1.1996886
STIP1,10963,1.2000016
EMG1,10436,1.2003969
CD83,9308,1.2008205
ELOVL6,79071,1.2011112
ITGB7,3695,1.2013622
C1orf112,55732,1.2015763
DYSF,8291,1.20177
SLC44A1,23446,1.2021244
KIAA2022,340533,1.2030693
BAK1,578,1.2062126
TXNL4A,10907,1.206751
SLMO2-ATP5E///SLMO2,100533975,1.2080454
B4GALT5,9334,1.2081621
ZC3HC1,51530,1.2096854
EZR,7430,1.2100437
CCDC80,151887,1.2104372
POMP,51371,1.2111808
PRIM1,5557,1.2111817
ZIC5,85416,1.2118588
STX2,2054,1.2123198
RRP15,51018,1.2123528
TUBA1B,10376,1.2128423
CTPS2,56474,1.2131511
SLMO2,51012,1.2142303
EIF4E,1977,1.2148911
MARCKSL1,65108,1.2149492
KIAA0513,9764,1.2160435
CIART,148523,1.2160746
STX6,10228,1.2164414
SLC4A2,6522,1.2164972
CNOT1,23019,1.2167624
CNN3,1266,1.2168257
MCTS1,28985,1.2169757
SNRPA1,6627,1.2172859
SLC25A25,114789,1.2182638
PLOD1,5351,1.2185975
Mar-03,115123,1.218667
LINC00963,48716,1.2217743
PTK2,5747,1.2222821
IPPK,64768,1.2224884
DDX23,9416,1.2226026
CHST11,50515,1.2232823
PARP2,10038,1.2238058
ABCF2,10061,1.2246974
P4HA1,5033,1.2250683
ADAMTS3,9508,1.2255443
CLEC5A,23601,1.225667
NUAK2,81788,1.2260457
B4GALT1,2683,1.2261237
ATMIN,23300,1.2268669
DNAJA1,3301,1.227423
FBN1,2200,1.2275205
SLC35C1,55343,1.2282029
TAF13,6884,1.2286292
DPM1,8813,1.2290415
MAPK1,5594,1.2291693
TRAF7,84231,1.2292022
FDX1L,112812,1.2296479
H2AFY,9555,1.2306102
SLC25A6,293,1.2314866
SPG21,51324,1.2321465
CHRAC1,54108,1.233461
EIF4H,7458,1.2335953
ABTB2,25841,1.2337127
CCDC71L,168455,1.2343351
NUP85,79902,1.2346747
LAPTM5,7805,1.2350096
GPC2,221914,1.2350127
FOSL2,2355,1.2351817
SH3GL1,6455,1.2358197
FLVCR1,28982,1.2363404
LRRC42,115353,1.2369673
PI4K2B,55300,1.237597
P4HB,5034,1.238849
C19orf43,79002,1.240767
CNPY3,10695,1.2414226
SEC61A1,29927,1.2422524
DCBLD1,285761,1.2432281
HCCS,3052,1.244738
ARHGEF39,84904,1.2455729
AGPAT5,55326,1.2457595
NIPA1,123606,1.2465543
FAM98A,25940,1.246767
MAGEA8,4107,1.2476099
NCAPD3,23310,1.2483374
F11R,50848,1.2483499
MANEAL,149175,1.24848
MRPS23,51649,1.2487242
BST2,684,1.2488071
VPS33A,65082,1.2488549
CCNY,219771,1.249434
PKM,5315,1.2495872
METTL6,131965,1.2501675
PLAA,9373,1.2521656
TXNDC12,51060,1.2528228
ZBTB6,10773,1.2529252
GTF2H3,2967,1.2534666
SLAMF6,114836,1.254432
CCT3,7203,1.2549095
ZNF787,126208,1.2553826
ACTA1,58,1.2556766
IGF2R,3482,1.255941
CDK2AP1,8099,1.2569261
ZNF777,27153,1.2589984
SLC25A13,10165,1.2607053
ACTR2,10097,1.2610638
TBCE,6905,1.2618832
VIMP,55829,1.2625411
PLTP,5360,1.2635163
PSMA6,5687,1.2645266
APEX2,27301,1.2652978
TXNDC17,84817,1.2655522
FAM124B,79843,1.2659177
DLX5,1749,1.2659917
AP1M2,10053,1.2663119
HS6ST1,9394,1.2666627
ACTR3,10096,1.2667047
WDYHV1,55093,1.2667364
PDE12,201626,1.2674236
FAM83A,84985,1.2675128
CEP170,9859,1.2698797
SRC,6714,1.2701487
PML,5371,1.2706598
SRP68,6730,1.2722267
ROMO1,140823,1.2726267
ARHGEF11,9826,1.2738196
GRB2,2885,1.2746993
MROH1,727957,1.2748575
COX5A,9377,1.2767057
GLO1,2739,1.2767702
SOX12,6666,1.276951
CCNF,899,1.2770765
PHACTR1,221692,1.2772946
LYPD5,284348,1.2779073
PPP6R1,22870,1.2782674
CCR2,729230,1.2788888
OPTN,10133,1.2803365
CXorf65,158830,1.2818121
CYC1,1537,1.2819243
MIR503HG,84848,1.2819517
CSRP2,1466,1.2819522
SPAG1,6674,1.2824346
CEACAM3,1084,1.2834431
CDV3,55573,1.2834679
DR1,1810,1.2835883
LCLAT1,253558,1.2838766
CD58,965,1.2844452
DBF4,10926,1.2845428
GM2A,2760,1.2847328
MAPRE1,22919,1.2848315
WDR5,11091,1.2872882
SNAP29,9342,1.2875447
DLAT,1737,1.2880826
LINC00689,154822,1.2882069
SSU72,29101,1.2884821
KRTCAP3,200634,1.2885678
IDI2,91734,1.2892663
LRRC14,9684,1.289582
ASAP2,8853,1.2896727
GTSE1,51512,1.2897534
CRLS1,54675,1.290108
VAPB,9217,1.2901325
CCDC149,91050,1.291643
KLHL23,151230,1.2918612
LYRM4,57128,1.2919658
PCTP,58488,1.2927153
MVK,4598,1.2932974
SF3A3,10946,1.2935709
POP4,10775,1.2943084
PRDX2,7001,1.294351
MOSPD3,64598,1.2949582
ATG9B,285973,1.2960869
MAPKAPK5,8550,1.2969
KLRG2,346689,1.2974735
ATXN2L,11273,1.2977019
SOX4,6659,1.297734
CSK,1445,1.2977574
IL13RA2,3598,1.2981973
HLA-DMA,3108,1.2982692
CAPZA1,829,1.2989635
NOMO1,23420,1.3006311
LANCL2,55915,1.3011115
PIGU,128869,1.302183
SYCP2,10388,1.3032469
MAGI3,260425,1.3058739
UBALD2,283991,1.3066328
RCC2,55920,1.3070974
TIMM10,26519,1.3074126
KRTCAP2,200185,1.3082761
FAM20B,9917,1.3095646
CASKIN1,57524,1.3101735
RNPS1,10921,1.310305
HM13,81502,1.3104014
ARPC4,10093,1.3105095
ADAP2,55803,1.3106719
TMPO,7112,1.3108887
RBBP7,5931,1.3109509
PDCD10,11235,1.3122272
CHI3L1,1116,1.3124855
LRRC8D,55144,1.3127927
EIF4G1,1981,1.3142013
BSPRY,54836,1.3142632
TRIM24,8805,1.3153054
WISP1,8840,1.316356
PARN,5073,1.3164936
MXD1,4084,1.3175037
BATF2,116071,1.3185661
SLC16A10,117247,1.3187327
CUL2,8453,1.3188739
AMD1,262,1.3190351
ACO1,48,1.3190735
SLC25A52,147407,1.3191128
NOLC1,9221,1.3201234
CDC42EP3,10602,1.3203573
GPT2,84706,1.3206386
SLC35B1,10237,1.3206734
TRIM28,10155,1.3209166
ZSCAN31,64288,1.3211206
CARS2,79587,1.3218511
GNLY,10578,1.3219871
EPPK1,83481,1.3228144
DTD2,112487,1.3232797
NARF,26502,1.3240362
MRPS33,51650,1.324049
ZBTB2,57621,1.3245569
ZDHHC9,51114,1.3252921
SEPHS1,22929,1.3254918
OR2B6,26212,1.3259003
NOP16,51491,1.3267513
FAM210A,125228,1.3268879
UBE2V2,7336,1.32743
UTP11L,51118,1.3278656
MAGOHB,55110,1.3284628
SDHB,6390,1.329132
ZIC2,7546,1.3299835
C12orf49,79794,1.3299936
PSMG3,84262,1.3304059
ROR1,4919,1.3305004
PSMB3,5691,1.3305742
UBA2,10054,1.3323977
TMEM167A,153339,1.3325991
PABPC1,26986,1.3337379
SBK1,388228,1.333857
ATP6V1C2,245973,1.3348004
RIMKLA,284716,1.3353704
SDC1,6382,1.3357648
ERV3-2,57612,1.3375195
ID2,3398,1.3378554
TSEN15,116461,1.3381463
PAM16,51025,1.3393544
PUS7,54517,1.3398024
GXYLT1,283464,1.339977
DCAF13,25879,1.3400815
VKORC1,79001,1.3400994
SDHC,6391,1.3414043
RTN4IP1,84816,1.3416898
CD207,50489,1.3423108
KRT16,3868,1.3432959
POLA1,5422,1.3440493
TCEB2,6923,1.3442988
MLIP,90523,1.3445059
IGSF6,10261,1.3446453
IL2RA,3559,1.34475
LRRC15,131578,1.3449253
FBXO5,26271,1.3462415
RPL26L1,51121,1.3465748
MAZ,4150,1.3468434
CFL1P1,142913,1.3472453
DDIT4,54541,1.3478082
CLEC4E,26253,1.3488401
PRDM1,639,1.3494002
SERBP1,26135,1.3494989
SERAC1,84947,1.3509188
IL12RB2,3595,1.3513455
CD59,966,1.3526105
DESI1,27351,1.3528342
IGFBP7,3490,1.3529044
HIF1A,3091,1.3535718
ERP27,121506,1.3542126
GOLT1B,51026,1.3546141
A2ML1,144568,1.3554493
KIF21A,55605,1.3556028
LUM,4060,1.357087
PSMD4,5710,1.3572224
MTFR1,9650,1.3584328
CAPRIN1,4076,1.3586577
MTDH,92140,1.3589858
GLIPR2,152007,1.359554
MMP12,4321,1.3618001
LPCAT1,79888,1.3626449
HMGCS1,3157,1.3633797
CA5BP1,340591,1.3636963
ENAH,55740,1.3647973
PAQR8,85315,1.3661982
SUPT16H,11198,1.3671801
ZNF818P,390963,1.3676085
HSPA8,3312,1.3686459
SMIM13,221710,1.3686501
SHISA3,152573,1.3687379
OAS3,4940,1.3700513
PTRH2,51651,1.3701445
RFC5,5985,1.3702784
RAB7B,338382,1.3711299
CHCHD2,51142,1.3714038
ELAVL1,1994,1.37151
LYN,4067,1.3722358
CD109,135228,1.3725778
SLC52A2,79581,1.373278
HIST1H3H,8357,1.3743203
UBL5,59286,1.3756498
MX2,4600,1.3758126
PRKDC,5591,1.3766165
EHBP1,23301,1.3771955
PITPNC1,26207,1.3777131
RAP2A,5911,1.3782542
ICMT,23463,1.3790053
TMEM33,55161,1.3791357
IFIT1,3434,1.3792682
RANBP9,10048,1.3798537
RRP1,8568,1.3801751
KAZALD1,81621,1.3810286
LSM7,51690,1.3816242
KIF2A,3796,1.3826886
TUBB4A,10382,1.3827976
SF3B4,10262,1.3829297
MMD,23531,1.3842685
TFDP1,7027,1.3842984
NMI,9111,1.3849422
NSFL1C,55968,1.3861903
PAG1,55824,1.3866367
PPAT,5471,1.3883152
COL12A1,1303,1.3887793
MZT1,440145,1.3896367
NDUFA4L2,56901,1.3897297
TIPRL,261726,1.390391
PTGES3L-AARSD1,100885850,1.3908617
MIEF1,54471,1.3921279
HRK,8739,1.3927638
IFI44,10561,1.3933668
SERF2,10169,1.3937765
HLTF,6596,1.3942898
F5,2153,1.3955409
CKMT1A,548596,1.396452
ZNF174,7727,1.3970551
AIMP2,7965,1.3977858
HOXB9,3219,1.3980757
SNX10,29887,1.3981956
FDPS,2224,1.3988368
CHRDL2,25884,1.399434
CPA4,51200,1.3995218
TMEM38B,55151,1.4022299
TMEM106C,79022,1.403487
NREP,9315,1.4035279
ZHX1,11244,1.4036219
DCTPP1,79077,1.4043138
MRPL3,11222,1.4048438
THEMIS2,9473,1.4049396
STAT3,6774,1.4053006
COPA,1314,1.4058692
HRSP12,10247,1.4063699
IER3IP1,51124,1.4071035
MANF,7873,1.4078112
NDUFA8,4702,1.4081651
PDZD11,51248,1.4086018
CLCN5,1184,1.4087331
DDIT4L,115265,1.4088597
ASUN,55726,1.4090492
STK26,51765,1.4115073
PPIH,10465,1.4122892
RBM34,23029,1.4123969
PRTFDC1,56952,1.4128769
GINS3,64785,1.4131681
HSPE1,3336,1.4148396
MS4A4A,51338,1.4150504
POLR2D,5433,1.4151076
AFAP1L1,134265,1.415134
KDELR2,11014,1.4151841
GSK3A,2931,1.4155763
NTM,50863,1.4158943
ORM2,5005,1.4186683
KHDRBS3,10656,1.4190134
MIF,4282,1.4195058
CD3D,915,1.4211828
CEBPB,1051,1.4217787
NDRG3,57446,1.4221523
SPDL1,54908,1.4238827
MRPL34,64981,1.4240497
LINC00152,112597,1.4243413
PTPLAD2,401494,1.4250368
PTP4A1,7803,1.4255918
MIS18A,54069,1.4265224
KDELC1,79070,1.4285602
LEFTY2,7044,1.4291385
PANX1,24145,1.4294343
CNKSR3,154043,1.4308385
EXOC8,149371,1.4320677
C21orf58,54058,1.4322489
PFDN4,5203,1.4326139
ABHD17C,58489,1.4342836
SNAPC1,6617,1.4344867
SEC13,6396,1.4359056
FCGR3B,2215,1.4361861
LMBR1,64327,1.4365744
LACTB2,51110,1.4372841
S100A4,6275,1.437375
SNRPC,6631,1.4384521
COX7A2,1347,1.4386553
DSCR3,10311,1.4390414
TXN,7295,1.4411019
ZNF250,58500,1.4422501
PLCL2,23228,1.4423152
YBX1,4904,1.4427413
NUTF2,10204,1.4438422
PDE4DIP,9659,1.4440026
DIP2A,23181,1.4443913
CASP10,843,1.4463625
PDZK1IP1,10158,1.4472261
SASH3,54440,1.4474001
RAC2,5880,1.4477302
EML4,27436,1.4478997
GZMA,3001,1.449232
SRXN1,140809,1.4546944
FYN,2534,1.4556885
EOMES,8320,1.4576343
LINC00467,84791,1.4594739
P4HA2,8974,1.4595164
TMEM194A,23306,1.4596093
CLDN14,23562,1.4604057
ZNF696,79943,1.4609578
TXNDC9,10190,1.4618563
ZBTB9,221504,1.4646482
C19orf52,90580,1.4647571
C12orf5,57103,1.4652491
PARP14,54625,1.4654239
TEAD4,7004,1.4654848
TMEM104,54868,1.4658267
CHTF18,63922,1.4668317
FANCD2,2177,1.466873
HSPB11,51668,1.4670976
MRPL14,64928,1.4671408
IPO5,3843,1.4678078
CKAP4,10970,1.4681486
MNT,4335,1.4683611
FAM96B,51647,1.4689659
ATP13A3,79572,1.4705882
ZNF706,51123,1.4717808
CLASP1,23332,1.471824
HDAC2,3066,1.472612
DNA2,1763,1.473859
CDK6,1021,1.4742697
MLKL,197259,1.4745074
RNASE1,6035,1.4774492
LYPLA2,11313,1.4780316
ABL2,27,1.4800323
PSCA,8000,1.4810051
DDB1,1642,1.4817708
ZNF518B,85460,1.481868
NUP93,9688,1.4823629
PTPRD,5789,1.4829665
HSF1,3297,1.4838299
CRIP1,1396,1.4874291
ABCC2,1244,1.4892257
PHEX,5251,1.4892582
RGS16,6004,1.4918174
CDC123,8872,1.4939485
EIF2S2,8894,1.4951723
CIITA,4261,1.4956016
HSPD1,3329,1.4966006
CCT6P1,643253,1.4985731
DEF8,54849,1.4990126
HIST1H4I,8294,1.5011657
HAUS6,54801,1.502991
RFWD3,55159,1.5040064
PDCD2L,84306,1.5040767
COMMD5,28991,1.5040823
CBX3,11335,1.5044975
OSR2,116039,1.5048878
AHNAK2,113146,1.5058475
PRSS12,8492,1.5062564
FTL,2512,1.506402
TTF2,8458,1.5094089
OSGIN2,734,1.5100469
ATP6V1C1,528,1.5102756
C1orf43,25912,1.5131905
C4orf19,55286,1.5146933
COX6B1,1340,1.5171634
TRIM25,7706,1.5184732
MSN,4478,1.5197066
POLR2J,5439,1.5205906
PSMA4,5685,1.5223133
BCL2L12,83596,1.5241409
KPNA4,3840,1.5253956
UCHL5,51377,1.525912
NCK1,4690,1.526361
HPRT1,3251,1.5268465
COX17,10063,1.5272938
B3GALNT2,148789,1.5273031
ZNF280A,129025,1.5274705
KNTC1,9735,1.5276125
FBXO28,23219,1.5288642
RAN,5901,1.5293932
IDI2-AS1,55853,1.5303787
TGFBI,7045,1.5328341
APITD1,378708,1.5361627
LSM4,25804,1.5364028
PDXK,8566,1.5368266
DYNLT3,6990,1.5381975
ZNF567,163081,1.538547
MSANTD3,91283,1.5396551
SNX8,29886,1.5405772
ACTL6A,86,1.5407233
PIP5K1A,8394,1.5409889
PLXNA4,91584,1.5417581
EPT1,85465,1.5426043
ABHD17B,51104,1.5428849
PNPT1,87178,1.5430503
MRPL33,9553,1.5459385
HAUS8,93323,1.5461808
IKZF3,22806,1.5476465
RIPK2,8767,1.5480171
NXT1,29107,1.5480574
DFNB31,25861,1.548387
FAM89B,23625,1.5486585
CD28,940,1.5498476
CCT6A,908,1.5505337
URB2,9816,1.5511434
CEP70,80321,1.5521013
ARL6IP1,23204,1.5555221
PROSER1,80209,1.5562135
ME2,4200,1.5573732
SLC25A32,81034,1.5585176
TAF2,6873,1.5594171
TMEM165,55858,1.5596057
CCL2,6347,1.5607395
USP18,11274,1.5625811
NDC1,55706,1.5627594
NFXL1,152518,1.5632429
LDHA,3939,1.5638299
COX7B,1349,1.5640213
ASS1,445,1.5644797
RHOBTB1,9886,1.5656678
PAICS,10606,1.5657217
VLDLR-AS1,401491,1.5681925
COA6,388753,1.5699272
TIMM23,100287932,1.5715733
PRRG1,5638,1.5727327
RPN2,6185,1.5727894
TAF4,6874,1.5770386
APOO,79135,1.5791259
CDK2,1017,1.5794703
C17orf62,79415,1.5832229
RGS4,5999,1.5839922
MIS18BP1,55320,1.5844972
ASF1B,55723,1.5851274
LSM12,124801,1.5855609
PGK1,5230,1.5861968
CHCHD3,54927,1.5866041
RIMS2,9699,1.5887506
NUDT21,11051,1.5900684
SMOX,54498,1.5906526
PIGX,54965,1.5912669
HMGB2,3148,1.5931686
MRPS12,6183,1.5937825
CD276,80381,1.5944519
S100A11,6282,1.5953649
BYSL,705,1.5954969
PAK1IP1,55003,1.5963122
MRPS25,64432,1.5978087
IMPAD1,54928,1.601314
GBP1,2633,1.6022985
GPI,2821,1.6024629
HIST2H2AC,8338,1.6028548
LDLR,3949,1.6036556
CFL1,1072,1.6038931
CD24,100133941,1.6070388
GNG3,2785,1.6088146
RIOK3,8780,1.6105819
NOXO1,124056,1.6118882
CEBPG,1054,1.6127772
SPP1,6696,1.6150113
DHTKD1,55526,1.6160814
CARHSP1,23589,1.6165843
GEMIN6,79833,1.6167156
DBN1,1627,1.6172194
MORN3,283385,1.6174819
GCH1,2643,1.6190246
RELT,84957,1.6194324
SPOCK1,6695,1.6198031
DHFR,1719,1.6220364
RBM8A,9939,1.624356
UBQLN1,29979,1.6251032
ALG3,10195,1.6257546
TPM3,7170,1.6258756
AKR1E2,83592,1.6277086
LRFN4,78999,1.628202
ATP6AP2,10159,1.6287915
CXCR4,7852,1.6288152
PRDM13,59336,1.6290253
KIAA1731,85459,1.6291613
YWHAZ,7534,1.6297751
DYRK2,8445,1.6305474
SAE1,10055,1.6311435
FXYD5,53827,1.6361875
NUDT1,4521,1.6363849
NETO2,81831,1.636811
FUT3,2525,1.6431839
LSM2,57819,1.6459849
TRIM26,7726,1.6463841
IL1RAP,3556,1.6474077
FAM178A,55719,1.6480832
MSH2,4436,1.6492123
POLA2,23649,1.6500617
GK,2710,1.6525498
S100A10,6281,1.6557143
HDGF,3068,1.6565686
RNASEH2A,10535,1.6569312
ST6GAL1,6480,1.6574575
DEK,7913,1.6578847
LOC284072,284072,1.6581135
SLFNL1,200172,1.6589973
OVOS2,144203,1.6622393
HPS3,84343,1.6646165
C4orf46,201725,1.6647367
NUDT19,390916,1.6659329
SAMHD1,25939,1.6678921
KLHL18,23276,1.6696318
DLX4,1748,1.670624
APOC1,341,1.6708042
SNRPD1,6632,1.6709642
CCDC150,284992,1.6717757
EPN3,55040,1.6729588
LGMN,5641,1.6729677
GLRX,2745,1.6731151
MTBP,27085,1.6738014
PDSS1,23590,1.6739428
CDKL1,8814,1.6758245
CPM,1368,1.6758724
MANSC1,54682,1.6762138
LRP12,29967,1.6763264
DLX1,1745,1.6810589
ACAP2,23527,1.6818549
CORO1C,23603,1.6825603
MCM3,4172,1.6836835
COCH,1690,1.6849203
RAB31,11031,1.6851276
EBP,10682,1.6851918
TPI1P2,286016,1.689631
SKP2,6502,1.6897814
IL18,3606,1.6903789
ZUFSP,221302,1.6907165
TIMM17A,10440,1.6911739
APOLD1,81575,1.6921558
SLC16A14,151473,1.6932965
UFD1L,7353,1.6937398
HOTAIR,100124700,1.6946287
CLCN4,1183,1.6952671
NNT,23530,1.6984445
SLC45A4,57210,1.6986445
GBP4,115361,1.7010645
UHRF1BP1,54887,1.7037767
DPH3,285381,1.7043568
RGS10,6001,1.7046383
C19orf12,83636,1.7069865
GPX7,2882,1.7109879
TNFAIP6,7130,1.7202424
DERL1,79139,1.7215997
GPR180,160897,1.7305179
PSIP1,11168,1.7308143
APOL6,80830,1.7308979
SVOPL,136306,1.7332269
RECK,8434,1.7358695
HIST1H3C,8352,1.7359233
NUS1,116150,1.7364277
C2CD4B,388125,1.7376567
INTS7,25896,1.740542
ZDHHC3,51304,1.7407013
EPRS,2058,1.742934
HIST1H4F,8361,1.74482
SYT11,23208,1.7472665
GLRX2,51022,1.747924
PSMD2,5708,1.7481004
GPR64,10149,1.751011
MRPL15,29088,1.7540871
PFDN6,10471,1.7581302
GAL,51083,1.760654
BOLA3,388962,1.7613012
PSMD8,5714,1.7620427
POU4F1,5457,1.7623628
LRRCC1,85444,1.7637318
TALDO1,6888,1.7646168
GNB4,59345,1.7649578
PSMB2,5690,1.765272
AGT,183,1.7653944
RIBC2,26150,1.7665125
UQCRH,7388,1.7677211
TUBB2A,7280,1.7697196
ADCYAP1,116,1.7715752
DNAJB11,51726,1.7768499
TUBB,203068,1.7795856
NUP210,23225,1.7805515
COL5A2,1290,1.7806004
PLIN2,123,1.7814421
LCT,3938,1.7821399
MFAP5,8076,1.7827646
IFIT3,3437,1.7831979
IBSP,3381,1.7873017
ANAPC11,51529,1.7882293
OBP2B,29989,1.7896055
FOXN2,3344,1.7924018
KRT77,374454,1.7939847
MED30,90390,1.7950615
SHMT2,6472,1.7979348
TLDC1,57707,1.8008766
ARPC5L,81873,1.8009913
SLC25A5,292,1.805825
TPMT,7172,1.807587
CLPTM1L,81037,1.8082973
MYO19,80179,1.814555
ALDH1L2,160428,1.8149857
ERAP2,64167,1.8170033
NDUFA6,4700,1.8176897
HMOX1,3162,1.8183235
C16orf59,80178,1.8184563
TIMELESS,8914,1.8205978
PPP1R14B,26472,1.8217248
BOLA2B,654483,1.8222107
TUBA1C,84790,1.8245474
PGM2,55276,1.8257678
KIAA1804,84451,1.8265722
LOC100422737,100422737,1.8279316
GEN1,348654,1.8291236
GPSM2,29899,1.8317567
TTLL4,9654,1.8371508
ATP11B,23200,1.838375
SSX2IP,117178,1.8390586
SLC7A5,8140,1.8395977
PPIL1,51645,1.8454909
MGC2889,84789,1.8477494
DPH2,1802,1.8515603
POP1,10940,1.8542441
MRGBP,55257,1.8551034
HOPX,84525,1.8580186
IFI6,2537,1.8614558
TFRC,7037,1.8619689
CPVL,54504,1.8636545
LOC441666,441666,1.8640302
TDP1,55775,1.8651247
CKAP5,9793,1.8658419
AP1S2,8905,1.8673041
RTKN2,219790,1.8675938
C12orf75,387882,1.8692825
TFPI,7035,1.8697979
SAC3D1,29901,1.8745807
COTL1,23406,1.8748571
EMC8,10328,1.8760986
C16orf95,100506581,1.87818
LOH12CR1,118426,1.8812311
WHSC1,7468,1.882182
FOXRED2,80020,1.8837337
ZNF71,58491,1.8861969
BID,637,1.8862529
SMC6,79677,1.886626
COL9A3,1299,1.8874079
MTFR2,113115,1.8897877
FAM89A,375061,1.8903909
CXCL8,3576,1.8909036
PARP1,142,1.8909184
IL20RB,53833,1.8909562
GART,2618,1.8917339
KIAA1211,57482,1.8930063
MTCH2,23788,1.8972874
GTPBP4,23560,1.8977878
ILF2,3608,1.900293
PFDN2,5202,1.9004792
B4GALT3,8703,1.9019723
TOMM5,401505,1.9020184
ABCC4,10257,1.9030629
VOPP1,81552,1.9030894
ISG20,3669,1.9050145
HIST1H3D,8351,1.9054405
ZC3H18,124245,1.9107063
COLGALT2,23127,1.9148395
KARS,3735,1.9158589
PCDHB2,56133,1.9165019
GPR126,57211,1.9196594
LYPD1,116372,1.924787
OLFML2B,25903,1.9259287
EEF1E1,9521,1.9281553
MRPS7,51081,1.9304076
ENSA,2029,1.9312037
ENY2,56943,1.9357203
SPECC1,92521,1.9361212
CD84,8832,1.9371231
IMPA2,3613,1.9372375
CCL8,6355,1.9381126
HTATIP2,10553,1.9427027
HIST1H4C,8364,1.9455101
DAPK1,1612,1.94914
GATA6,2627,1.9550861
SPSB1,80176,1.9586819
EFR3B,22979,1.9601109
SEC61G,23480,1.9610873
DONSON,29980,1.9624246
NPR3,4883,1.9663678
ADAMTS14,140766,1.9708415
NRN1,51299,1.9712904
ELOVL7,79993,1.9728217
MASTL,84930,1.9737349
LIN9,286826,1.9746655
ATP11A,23250,1.9748405
STAT1,6772,1.9786222
PSPH,5723,1.9799744
MCM6,4175,1.9858502
ZNF707,286075,1.9862072
RASSF4,83937,1.9925163
FANCE,2178,1.9931682
CLEC7A,64581,1.9951102
TP53INP2,58476,1.9985623
FEN1,2237,1.998887
IL21R,50615,2.0001705
FAP,2191,2.008666
YEATS2,55689,2.0121998
DESI2,51029,2.017177
TMSB10,9168,2.0226883
LBR,3930,2.0253684
RHBDF2,79651,2.0273009
LOX,4015,2.0323266
CMC2,56942,2.0327748
MKI67,4288,2.0343525
SPON2,10417,2.040306
SLFN11,91607,2.0415913
IFITM1,8519,2.043596
RANBP1,5902,2.0531879
ABRACL,58527,2.0546585
CCNB2,9133,2.0564247
PCNA,5111,2.0598603
MRPS17,51373,2.0622706
PRICKLE1,144165,2.0635477
FRMD3,257019,2.0679136
MSL3P1,151507,2.0687459
SCRG1,11341,2.071699
C19orf53,28974,2.0769147
LRR1,122769,2.0825438
AFAP1-AS1,84740,2.0837445
MLF1,4291,2.0841263
MSR1,4481,2.0858435
RPSA,3921,2.08592
NCF2,4688,2.0902183
HELLS,3070,2.090563
TMSB15B,286527,2.0920717
CKS1B,1163,2.100628
RFC4,5984,2.1080105
TMEM158,25907,2.109164
VEGFA,7422,2.1104124
CHAF1A,10036,2.1109637
H2AFZ,3015,2.1188162
HIST1H1E,3008,2.1229334
CKAP2,26586,2.1412327
MMS22L,253714,2.1413723
UGT8,7368,2.1430188
CD163,9332,2.1463998
CTSC,1075,2.1481911
VCAN,1462,2.1494134
HIST1H2BC,8347,2.1597359
ANGPT1,284,2.1640306
PMCH,5367,2.1656198
PARPBP,55010,2.171222
EIF4E2,9470,2.1783105
GINS2,51659,2.1820275
PIM1,5292,2.1917494
PIK3R3,8503,2.2017885
TMEM56,148534,2.2042288
MAPK4,5596,2.2047375
RRM2,6241,2.2061753
MALL,7851,2.2101932
HRH1,3269,2.2191037
TYMSOS,494514,2.2231427
MX1,4599,2.2315568
ICAM1,3383,2.2375469
COL3A1,1281,2.2378214
CKAP2L,150468,2.2442491
IFI30,10437,2.2578781
GRPEL2,134266,2.2594815
ASB9,140462,2.2722544
P2RY1,5028,2.2751901
CDC25B,994,2.276409
MCM2,4171,2.2879714
UBASH3B,84959,2.2888061
LOXL2,4017,2.2995439
PIR,8544,2.3016033
ARNTL2,56938,2.3026221
COL1A2,1278,2.30572
C20orf24,55969,2.3071583
CAMK1D,57118,2.3127822
HIST1H2AD,3013,2.3177222
GMPS,8833,2.3208106
PTX3,5806,2.322538
HIST1H2AM,8336,2.3237659
LHX2,9355,2.3262892
HIST1H2BF,8343,2.3266816
METTL21A,151194,2.3278234
MARS,4141,2.329054
PSAT1,29968,2.3375316
NKG7,4818,2.3387571
ECE2,9718,2.3597943
Sep-03,55964,2.3625486
PTTG2,10744,2.3736083
XRCC2,7516,2.3761975
GPRIN1,114787,2.3816027
RMI2,116028,2.3822599
HIST1H2BL,8340,2.3825937
MRPL13,28998,2.3853337
HIST1H2BO,8348,2.3912078
RPRML,388394,2.3928417
NACC2,138151,2.393457
CENPN,55839,2.3978598
GSG2,83903,2.3995497
HIST1H2AL,8332,2.4045622
WDHD1,11169,2.405396
PMCHL1,5369,2.4090721
IDO1,3620,2.4181537
RACGAP1,29127,2.423661
HSPA13,6782,2.4411699
TIMM8A,1678,2.4422452
HIST1H2AB,8335,2.4540112
PXDNL,137902,2.4558973
TPRXL,348825,2.4564244
MDK,4192,2.4576567
CDKN2D,1032,2.460388
LTBP1,4052,2.4649272
SKA2,348235,2.4682213
ACE2,59272,2.4776946
HIST1H2BI,8346,2.4804087
CBS,875,2.4879438
ACER3,55331,2.4920698
CXCL17,284340,2.4948223
TMEM132A,54972,2.5003767
CENPE,1062,2.5023034
